0,0,-1.0,0.0,0.0,0.0
0,1,-8.0,-3.0,-24.0,-2.0
0,2,-32.0,-9.0,-20.0,-35.0
0,3,-24.0,-33.0,-28.0,-23.0
0,4,-170.0,-26.0,-40.0,-25.0
0,5,-171.0,-inf,-inf,-inf
0,6,-172.0,-inf,-inf,-inf
0,7,-223.0,-inf,-174.0,-173.0
0,8,-224.0,-inf,-177.0,-inf
0,9,-225.0,-180.0,-inf,-inf
0,10,-229.0,-inf,-209.0,-228.0
0,11,-230.0,-inf,-198.0,-inf
0,12,-195.0,-197.0,-191.0,-inf
0,13,-inf,-196.0,-inf,-inf
0,14,-inf,-inf,-inf,-inf
0,15,-inf,-inf,-inf,-inf
0,16,-inf,-inf,-inf,-inf
0,17,-inf,-inf,-inf,-inf
0,18,-inf,-inf,-inf,-inf
0,19,-inf,-inf,-inf,-inf
0,20,-inf,-inf,-inf,-inf
0,21,-inf,-inf,-inf,-inf
0,22,-inf,-inf,-inf,-inf
0,23,-inf,-inf,-inf,-inf
0,24,-inf,-inf,-inf,-inf
0,25,-inf,-inf,-inf,-inf
0,26,-inf,-inf,-inf,-inf
0,27,-inf,-inf,-inf,-inf
0,28,-inf,-inf,-inf,-inf
0,29,-inf,-inf,-inf,-inf
0,30,-inf,-inf,-inf,-inf
0,31,-inf,-inf,-inf,-inf
0,32,-inf,-inf,-inf,-inf
0,33,-inf,-inf,-inf,-inf
0,34,-inf,-inf,-inf,-inf
0,35,-inf,-inf,-inf,-inf
0,36,-inf,-inf,-inf,-inf
0,37,-inf,-inf,-inf,-inf
0,38,-inf,-inf,-inf,-inf
0,39,-inf,-inf,-inf,-inf
0,40,-inf,-inf,-inf,-inf
0,41,-inf,-inf,-inf,-inf
0,42,-inf,-inf,-inf,-inf
0,43,-inf,-inf,-inf,-inf
0,44,-inf,-inf,-inf,-inf
0,45,-inf,-inf,-inf,-inf
0,46,-inf,-inf,-inf,-inf
0,47,-inf,-inf,-inf,-inf
0,48,-inf,-inf,-inf,-inf
0,49,-inf,-inf,-inf,-inf
0,50,-inf,-inf,-inf,-inf
0,51,-inf,-inf,-inf,-inf
0,52,-inf,-inf,-inf,-inf
